1,[25.1.2014 6:00],[25.1.2014 6:00],[25.1.2014 6:00] - [25.1.2014 18:00],Vehicle start,,,,,(no),(no),(no),(no),"Yritystie 1, Jyv?skyl? (52.513969,13.288221)",0:00:00,0:00:00,0:00:00,0.0 km,,,,0%,1
2,[25.1.2014 6:23],[25.1.2014 6:34],[25.1.2014 6:00] - [25.1.2014 12:00],Order pickup,200,10880,0,Kauppa Alaj?rvi,(no),(no),(no),(no),"Lentoem?nn?ntie 6, Jyv?skyl? (52.485356,13.438557)",0:11:00,0:00:00,0:34:09,22.1 km,0:34:09,22.1 km,57.3 km/h,5%,2
